cluster_nl,date,prediction
BRAND_F649_COUNTRY_A67D,2023-04-01,1.0649488
BRAND_F649_COUNTRY_A67D,2023-05-01,1.0702713
BRAND_F649_COUNTRY_A67D,2023-06-01,1.1034244
BRAND_F649_COUNTRY_A67D,2023-07-01,1.1160736
BRAND_F649_COUNTRY_A67D,2023-08-01,1.1108822
BRAND_F649_COUNTRY_A67D,2023-09-01,1.1260124
BRAND_F649_COUNTRY_A67D,2023-10-01,1.1281855
BRAND_F649_COUNTRY_A67D,2023-11-01,1.1347489
BRAND_F649_COUNTRY_A67D,2023-12-01,1.1306554
BRAND_D786_COUNTRY_3AD0,2023-01-01,1.0562851
BRAND_D786_COUNTRY_3AD0,2023-02-01,1.0455086
BRAND_D786_COUNTRY_3AD0,2023-03-01,1.0759152
BRAND_D786_COUNTRY_3AD0,2023-04-01,1.0574219
BRAND_D786_COUNTRY_3AD0,2023-05-01,1.0603756
BRAND_D786_COUNTRY_3AD0,2023-06-01,1.0696933
BRAND_D786_COUNTRY_3AD0,2023-07-01,1.0759091
BRAND_D786_COUNTRY_3AD0,2023-08-01,1.0777656
BRAND_D786_COUNTRY_3AD0,2023-09-01,1.0938597
BRAND_D786_COUNTRY_3AD0,2023-10-01,1.1054709
BRAND_D786_COUNTRY_3AD0,2023-11-01,1.1051708
BRAND_D786_COUNTRY_3AD0,2023-12-01,1.1123989
BRAND_A5D5_COUNTRY_7D31,2023-01-01,2.32146
BRAND_A5D5_COUNTRY_7D31,2023-02-01,1.9681807
BRAND_A5D5_COUNTRY_7D31,2023-03-01,2.0870523
BRAND_A5D5_COUNTRY_7D31,2023-04-01,2.091684
BRAND_A5D5_COUNTRY_7D31,2023-05-01,2.3987112
BRAND_A5D5_COUNTRY_7D31,2023-06-01,2.416632
BRAND_A5D5_COUNTRY_7D31,2023-07-01,2.433003
BRAND_A5D5_COUNTRY_7D31,2023-08-01,2.4577634
BRAND_A5D5_COUNTRY_7D31,2023-09-01,2.5388072
BRAND_A5D5_COUNTRY_7D31,2023-10-01,2.518521
BRAND_A5D5_COUNTRY_7D31,2023-11-01,2.5233545
BRAND_A5D5_COUNTRY_7D31,2023-12-01,2.5250685
BRAND_ED43_COUNTRY_7D31,2023-01-01,2.4790816
BRAND_ED43_COUNTRY_7D31,2023-02-01,2.111417
BRAND_ED43_COUNTRY_7D31,2023-03-01,2.1740077
BRAND_ED43_COUNTRY_7D31,2023-04-01,2.1715128
BRAND_ED43_COUNTRY_7D31,2023-05-01,2.511867
BRAND_ED43_COUNTRY_7D31,2023-06-01,2.5554924
BRAND_ED43_COUNTRY_7D31,2023-07-01,2.5807164
BRAND_ED43_COUNTRY_7D31,2023-08-01,2.7023778
BRAND_ED43_COUNTRY_7D31,2023-09-01,2.7321866
BRAND_ED43_COUNTRY_7D31,2023-10-01,2.710813
BRAND_ED43_COUNTRY_7D31,2023-11-01,2.7301445
BRAND_ED43_COUNTRY_7D31,2023-12-01,2.757226
BRAND_3CEB_COUNTRY_7D31,2023-01-01,1.7212541
BRAND_3CEB_COUNTRY_7D31,2023-02-01,1.6074247
BRAND_3CEB_COUNTRY_7D31,2023-03-01,1.7024201
BRAND_3CEB_COUNTRY_7D31,2023-04-01,1.7382245
BRAND_3CEB_COUNTRY_7D31,2023-05-01,1.7762092
BRAND_3CEB_COUNTRY_7D31,2023-06-01,1.8575476
BRAND_3CEB_COUNTRY_7D31,2023-07-01,1.8828244
BRAND_3CEB_COUNTRY_7D31,2023-08-01,1.9093188
BRAND_3CEB_COUNTRY_7D31,2023-09-01,1.9329748
BRAND_3CEB_COUNTRY_7D31,2023-10-01,1.997722
BRAND_3CEB_COUNTRY_7D31,2023-11-01,1.9897071
BRAND_3CEB_COUNTRY_7D31,2023-12-01,1.893425
BRAND_F649_COUNTRY_4D48,2023-01-01,1.030149
BRAND_F649_COUNTRY_4D48,2023-02-01,1.0292652
BRAND_F649_COUNTRY_4D48,2023-03-01,1.0683235
BRAND_F649_COUNTRY_4D48,2023-04-01,1.1067637
BRAND_F649_COUNTRY_4D48,2023-05-01,1.130536
BRAND_F649_COUNTRY_4D48,2023-06-01,1.1752781
BRAND_F649_COUNTRY_4D48,2023-07-01,1.2208072
BRAND_F649_COUNTRY_4D48,2023-08-01,1.2300968
BRAND_F649_COUNTRY_4D48,2023-09-01,1.2246529
BRAND_F649_COUNTRY_4D48,2023-10-01,1.2268567
BRAND_F649_COUNTRY_4D48,2023-11-01,1.2268567
BRAND_F649_COUNTRY_4D48,2023-12-01,1.2995282
BRAND_C352_COUNTRY_4D48,2023-01-01,1.265549
BRAND_C352_COUNTRY_4D48,2023-02-01,1.2500376
BRAND_C352_COUNTRY_4D48,2023-03-01,1.287221
BRAND_C352_COUNTRY_4D48,2023-04-01,1.3544168
BRAND_C352_COUNTRY_4D48,2023-05-01,1.3627334
BRAND_C352_COUNTRY_4D48,2023-06-01,1.3778092
BRAND_C352_COUNTRY_4D48,2023-07-01,1.3811272
BRAND_C352_COUNTRY_4D48,2023-08-01,1.3521774
BRAND_C352_COUNTRY_4D48,2023-09-01,1.349087
BRAND_C352_COUNTRY_4D48,2023-10-01,1.343842
BRAND_C352_COUNTRY_4D48,2023-11-01,1.3554684
BRAND_C352_COUNTRY_4D48,2023-12-01,1.3715377
BRAND_6646_COUNTRY_5FEB,2023-01-01,1.236688
BRAND_6646_COUNTRY_5FEB,2023-02-01,1.2133569
BRAND_6646_COUNTRY_5FEB,2023-03-01,1.253191
BRAND_6646_COUNTRY_5FEB,2023-04-01,1.2864293
BRAND_6646_COUNTRY_5FEB,2023-05-01,1.2854776
BRAND_6646_COUNTRY_5FEB,2023-06-01,1.2947227
BRAND_6646_COUNTRY_5FEB,2023-07-01,1.2661887
BRAND_6646_COUNTRY_5FEB,2023-08-01,1.2606562
BRAND_6646_COUNTRY_5FEB,2023-09-01,1.2669846
BRAND_6646_COUNTRY_5FEB,2023-10-01,1.2792084
BRAND_6646_COUNTRY_5FEB,2023-11-01,1.2809619
BRAND_6646_COUNTRY_5FEB,2023-12-01,1.2897923
BRAND_740F_COUNTRY_4D48,2023-01-01,1.1430666
BRAND_740F_COUNTRY_4D48,2023-02-01,1.1610243
BRAND_740F_COUNTRY_4D48,2023-03-01,1.2179278
BRAND_740F_COUNTRY_4D48,2023-04-01,1.2684715
BRAND_740F_COUNTRY_4D48,2023-05-01,1.3204821
BRAND_740F_COUNTRY_4D48,2023-06-01,1.326057
BRAND_740F_COUNTRY_4D48,2023-07-01,1.3252716
BRAND_740F_COUNTRY_4D48,2023-08-01,1.3223497
BRAND_740F_COUNTRY_4D48,2023-09-01,1.3238537
BRAND_740F_COUNTRY_4D48,2023-10-01,1.3903573
BRAND_740F_COUNTRY_4D48,2023-11-01,1.3961427
BRAND_740F_COUNTRY_4D48,2023-12-01,1.4360998
BRAND_BDB6_COUNTRY_5FEB,2023-01-01,1.1669033
BRAND_BDB6_COUNTRY_5FEB,2023-02-01,1.145228
BRAND_BDB6_COUNTRY_5FEB,2023-03-01,1.1665801
BRAND_BDB6_COUNTRY_5FEB,2023-04-01,1.179313
BRAND_BDB6_COUNTRY_5FEB,2023-05-01,1.2022401
BRAND_BDB6_COUNTRY_5FEB,2023-06-01,1.2216201
BRAND_BDB6_COUNTRY_5FEB,2023-07-01,1.2280332
BRAND_BDB6_COUNTRY_5FEB,2023-08-01,1.219783
BRAND_BDB6_COUNTRY_5FEB,2023-09-01,1.2339922
BRAND_BDB6_COUNTRY_5FEB,2023-10-01,1.2448407
BRAND_BDB6_COUNTRY_5FEB,2023-11-01,1.2472874
BRAND_BDB6_COUNTRY_5FEB,2023-12-01,1.2849135
BRAND_E57A_COUNTRY_3AD0,2023-01-01,1.0897859
BRAND_E57A_COUNTRY_3AD0,2023-02-01,1.0867306
BRAND_E57A_COUNTRY_3AD0,2023-03-01,1.1234572
BRAND_E57A_COUNTRY_3AD0,2023-04-01,1.1094636
BRAND_E57A_COUNTRY_3AD0,2023-05-01,1.1286173
BRAND_E57A_COUNTRY_3AD0,2023-06-01,1.1396072
BRAND_E57A_COUNTRY_3AD0,2023-07-01,1.1431724
BRAND_E57A_COUNTRY_3AD0,2023-08-01,1.1398352
BRAND_E57A_COUNTRY_3AD0,2023-09-01,1.1426111
BRAND_E57A_COUNTRY_3AD0,2023-10-01,1.1500173
BRAND_E57A_COUNTRY_3AD0,2023-11-01,1.1498524
BRAND_E57A_COUNTRY_3AD0,2023-12-01,1.149681
BRAND_B94B_COUNTRY_5FEB,2023-01-01,1.1477857
BRAND_B94B_COUNTRY_5FEB,2023-02-01,1.1370817
BRAND_B94B_COUNTRY_5FEB,2023-03-01,1.1630359
BRAND_B94B_COUNTRY_5FEB,2023-04-01,1.1926795
BRAND_B94B_COUNTRY_5FEB,2023-05-01,1.199774
BRAND_B94B_COUNTRY_5FEB,2023-06-01,1.2169124
BRAND_B94B_COUNTRY_5FEB,2023-07-01,1.2260945
BRAND_B94B_COUNTRY_5FEB,2023-08-01,1.2210269
BRAND_B94B_COUNTRY_5FEB,2023-09-01,1.2359167
BRAND_B94B_COUNTRY_5FEB,2023-10-01,1.2484335
BRAND_B94B_COUNTRY_5FEB,2023-11-01,1.2484335
BRAND_B94B_COUNTRY_5FEB,2023-12-01,1.2716913
BRAND_E57A_COUNTRY_4D48,2023-01-01,1.0659225
BRAND_E57A_COUNTRY_4D48,2023-02-01,1.0815817
BRAND_E57A_COUNTRY_4D48,2023-03-01,1.1393783
BRAND_E57A_COUNTRY_4D48,2023-04-01,1.1546335
BRAND_E57A_COUNTRY_4D48,2023-05-01,1.1997428
BRAND_E57A_COUNTRY_4D48,2023-06-01,1.214321
BRAND_E57A_COUNTRY_4D48,2023-07-01,1.2591375
BRAND_E57A_COUNTRY_4D48,2023-08-01,1.2997292
BRAND_E57A_COUNTRY_4D48,2023-09-01,1.3160965
BRAND_E57A_COUNTRY_4D48,2023-10-01,1.3160689
BRAND_E57A_COUNTRY_4D48,2023-11-01,1.3254842
BRAND_E57A_COUNTRY_4D48,2023-12-01,1.3295242
BRAND_C352_COUNTRY_5A54,2023-01-01,1.0272461
BRAND_C352_COUNTRY_5A54,2023-02-01,1.0271631
BRAND_C352_COUNTRY_5A54,2023-03-01,1.0419285
BRAND_C352_COUNTRY_5A54,2023-04-01,1.0446864
BRAND_C352_COUNTRY_5A54,2023-05-01,1.0518727
BRAND_C352_COUNTRY_5A54,2023-06-01,1.0520782
BRAND_C352_COUNTRY_5A54,2023-07-01,1.0490606
BRAND_C352_COUNTRY_5A54,2023-08-01,1.0474181
BRAND_C352_COUNTRY_5A54,2023-09-01,1.0503781
BRAND_C352_COUNTRY_5A54,2023-10-01,1.0585768
BRAND_C352_COUNTRY_5A54,2023-11-01,1.0616626
BRAND_C352_COUNTRY_5A54,2023-12-01,1.0616057
BRAND_89E4_COUNTRY_7D31,2023-01-01,1.471898
BRAND_89E4_COUNTRY_7D31,2023-02-01,1.363942
BRAND_89E4_COUNTRY_7D31,2023-03-01,1.4736626
BRAND_89E4_COUNTRY_7D31,2023-04-01,1.4758896
BRAND_89E4_COUNTRY_7D31,2023-05-01,1.4968193
BRAND_89E4_COUNTRY_7D31,2023-06-01,1.4959499
BRAND_89E4_COUNTRY_7D31,2023-07-01,1.5159589
BRAND_89E4_COUNTRY_7D31,2023-08-01,1.5692971
BRAND_89E4_COUNTRY_7D31,2023-09-01,1.7367388
BRAND_89E4_COUNTRY_7D31,2023-10-01,1.6778088
BRAND_89E4_COUNTRY_7D31,2023-11-01,1.7012231
BRAND_89E4_COUNTRY_7D31,2023-12-01,1.7695129
BRAND_056A_COUNTRY_3AD0,2023-01-01,1.0706321
BRAND_056A_COUNTRY_3AD0,2023-02-01,1.066407
BRAND_056A_COUNTRY_3AD0,2023-03-01,1.1094306
BRAND_056A_COUNTRY_3AD0,2023-04-01,1.0955297
BRAND_056A_COUNTRY_3AD0,2023-05-01,1.1047708
BRAND_056A_COUNTRY_3AD0,2023-06-01,1.1154445
BRAND_056A_COUNTRY_3AD0,2023-07-01,1.1224005
BRAND_056A_COUNTRY_3AD0,2023-08-01,1.1230037
BRAND_056A_COUNTRY_3AD0,2023-09-01,1.1292017
BRAND_056A_COUNTRY_3AD0,2023-10-01,1.1328367
BRAND_056A_COUNTRY_3AD0,2023-11-01,1.1483281
BRAND_056A_COUNTRY_3AD0,2023-12-01,1.1645398
BRAND_E9AB_COUNTRY_5A54,2023-01-01,1.011805
BRAND_E9AB_COUNTRY_5A54,2023-02-01,1.0106088
BRAND_E9AB_COUNTRY_5A54,2023-03-01,1.0276339
BRAND_E9AB_COUNTRY_5A54,2023-04-01,1.0255715
BRAND_E9AB_COUNTRY_5A54,2023-05-01,1.0287812
BRAND_E9AB_COUNTRY_5A54,2023-06-01,1.0249376
BRAND_E9AB_COUNTRY_5A54,2023-07-01,1.0271789
BRAND_E9AB_COUNTRY_5A54,2023-08-01,1.0316285
BRAND_E9AB_COUNTRY_5A54,2023-09-01,1.0358895
BRAND_E9AB_COUNTRY_5A54,2023-10-01,1.04096
BRAND_E9AB_COUNTRY_5A54,2023-11-01,1.04096
BRAND_E9AB_COUNTRY_5A54,2023-12-01,1.041359
BRAND_C94B_COUNTRY_5A54,2023-01-01,1.0380247
BRAND_C94B_COUNTRY_5A54,2023-02-01,1.0365541
BRAND_C94B_COUNTRY_5A54,2023-03-01,1.052667
BRAND_C94B_COUNTRY_5A54,2023-04-01,1.0511512
BRAND_C94B_COUNTRY_5A54,2023-05-01,1.0622253
BRAND_C94B_COUNTRY_5A54,2023-06-01,1.0511374
BRAND_C94B_COUNTRY_5A54,2023-07-01,1.0500659
BRAND_C94B_COUNTRY_5A54,2023-08-01,1.0515091
BRAND_C94B_COUNTRY_5A54,2023-09-01,1.0604951
BRAND_C94B_COUNTRY_5A54,2023-10-01,1.053199
BRAND_C94B_COUNTRY_5A54,2023-11-01,1.055668
BRAND_C94B_COUNTRY_5A54,2023-12-01,1.0577568
BRAND_F649_COUNTRY_5A54,2023-01-01,1.0536667
BRAND_F649_COUNTRY_5A54,2023-02-01,1.05004
BRAND_F649_COUNTRY_5A54,2023-03-01,1.0648017
BRAND_F649_COUNTRY_5A54,2023-04-01,1.062168
BRAND_F649_COUNTRY_5A54,2023-05-01,1.0671238
BRAND_F649_COUNTRY_5A54,2023-06-01,1.065669
BRAND_F649_COUNTRY_5A54,2023-07-01,1.065779
BRAND_F649_COUNTRY_5A54,2023-08-01,1.0666054
BRAND_F649_COUNTRY_5A54,2023-09-01,1.0689806
BRAND_F649_COUNTRY_5A54,2023-10-01,1.0744026
BRAND_F649_COUNTRY_5A54,2023-11-01,1.0754386
BRAND_F649_COUNTRY_5A54,2023-12-01,1.0789722
BRAND_C352_COUNTRY_1007,2023-01-01,1.3780531
BRAND_C352_COUNTRY_1007,2023-02-01,1.3852148
BRAND_C352_COUNTRY_1007,2023-03-01,1.5423388
BRAND_C352_COUNTRY_1007,2023-04-01,1.5809382
BRAND_C352_COUNTRY_1007,2023-05-01,1.6151677
BRAND_C352_COUNTRY_1007,2023-06-01,1.7014604
BRAND_C352_COUNTRY_1007,2023-07-01,1.8468815
BRAND_C352_COUNTRY_1007,2023-08-01,1.5261925
BRAND_C352_COUNTRY_1007,2023-09-01,1.6957499
BRAND_C352_COUNTRY_1007,2023-10-01,1.7237196
BRAND_C352_COUNTRY_1007,2023-11-01,1.7612053
BRAND_C352_COUNTRY_1007,2023-12-01,1.7839302
BRAND_9259_COUNTRY_1007,2023-01-01,1.4439484
BRAND_9259_COUNTRY_1007,2023-02-01,1.4613745
BRAND_9259_COUNTRY_1007,2023-03-01,1.5597279
BRAND_9259_COUNTRY_1007,2023-04-01,1.5660089
BRAND_9259_COUNTRY_1007,2023-05-01,1.6764989
BRAND_9259_COUNTRY_1007,2023-06-01,1.7988024
BRAND_9259_COUNTRY_1007,2023-07-01,1.9816579
BRAND_9259_COUNTRY_1007,2023-08-01,1.6067021
BRAND_9259_COUNTRY_1007,2023-09-01,1.7075578
BRAND_9259_COUNTRY_1007,2023-10-01,1.7719749
BRAND_9259_COUNTRY_1007,2023-11-01,1.7972052
BRAND_9259_COUNTRY_1007,2023-12-01,1.8117417
BRAND_740F_COUNTRY_6F78,2023-08-01,0.9891225
BRAND_740F_COUNTRY_6F78,2023-09-01,0.9994733
BRAND_740F_COUNTRY_6F78,2023-10-01,1.008012
BRAND_740F_COUNTRY_6F78,2023-11-01,1.0115235
BRAND_740F_COUNTRY_6F78,2023-12-01,1.0201904
BRAND_D786_COUNTRY_D8B0,2023-08-01,1.2043749
BRAND_D786_COUNTRY_D8B0,2023-09-01,1.3559254
BRAND_D786_COUNTRY_D8B0,2023-10-01,1.4370023
BRAND_D786_COUNTRY_D8B0,2023-11-01,1.550701
BRAND_D786_COUNTRY_D8B0,2023-12-01,1.5422181
BRAND_056A_COUNTRY_EF33,2023-08-01,0.95375866
BRAND_056A_COUNTRY_EF33,2023-09-01,0.9732447
BRAND_056A_COUNTRY_EF33,2023-10-01,0.9880799
BRAND_056A_COUNTRY_EF33,2023-11-01,0.99411845
BRAND_056A_COUNTRY_EF33,2023-12-01,1.0025162
BRAND_89E4_COUNTRY_3F0E,2023-08-01,0.9536744
BRAND_89E4_COUNTRY_3F0E,2023-09-01,0.9770003
BRAND_89E4_COUNTRY_3F0E,2023-10-01,0.98229843
BRAND_89E4_COUNTRY_3F0E,2023-11-01,0.9844491
BRAND_89E4_COUNTRY_3F0E,2023-12-01,0.986258
BRAND_E9AB_COUNTRY_C89B,2023-08-01,0.9608314
BRAND_E9AB_COUNTRY_C89B,2023-09-01,0.97713566
BRAND_E9AB_COUNTRY_C89B,2023-10-01,0.9897221
BRAND_E9AB_COUNTRY_C89B,2023-11-01,0.99482703
BRAND_E9AB_COUNTRY_C89B,2023-12-01,0.9998137
BRAND_9DA9_COUNTRY_3F0E,2023-08-01,1.0378853
BRAND_9DA9_COUNTRY_3F0E,2023-09-01,1.0454283
BRAND_9DA9_COUNTRY_3F0E,2023-10-01,1.0497963
BRAND_9DA9_COUNTRY_3F0E,2023-11-01,1.0514982
BRAND_9DA9_COUNTRY_3F0E,2023-12-01,1.0537674
BRAND_E9AB_COUNTRY_8DBB,2023-08-01,0.9753086
BRAND_E9AB_COUNTRY_8DBB,2023-09-01,1.0014638
BRAND_E9AB_COUNTRY_8DBB,2023-10-01,1.0112053
BRAND_E9AB_COUNTRY_8DBB,2023-11-01,1.01825
BRAND_E9AB_COUNTRY_8DBB,2023-12-01,1.0043786
BRAND_DB5A_COUNTRY_1007,2023-09-01,1.2397275
BRAND_DB5A_COUNTRY_1007,2023-10-01,1.3205305
BRAND_DB5A_COUNTRY_1007,2023-11-01,1.375391
BRAND_DB5A_COUNTRY_1007,2023-12-01,1.3970934
BRAND_72DA_COUNTRY_B6AE,2023-09-01,0.9724489
BRAND_72DA_COUNTRY_B6AE,2023-10-01,0.9739041
BRAND_72DA_COUNTRY_B6AE,2023-11-01,0.97813183
BRAND_DB5A_COUNTRY_3AD0,2023-09-01,1.0661955
BRAND_DB5A_COUNTRY_3AD0,2023-10-01,1.0934386
BRAND_DB5A_COUNTRY_3AD0,2023-11-01,1.0997974
BRAND_DB5A_COUNTRY_3AD0,2023-12-01,1.1095757
BRAND_056A_COUNTRY_EA71,2023-09-01,0.98963696
BRAND_056A_COUNTRY_EA71,2023-10-01,1.0137014
BRAND_056A_COUNTRY_EA71,2023-11-01,1.0190383
BRAND_056A_COUNTRY_EA71,2023-12-01,1.0221072
BRAND_D786_COUNTRY_9891,2023-09-01,0.97648627
BRAND_D786_COUNTRY_9891,2023-10-01,1.007683
BRAND_D786_COUNTRY_9891,2023-11-01,1.0143248
BRAND_D786_COUNTRY_9891,2023-12-01,1.0158076
BRAND_3938_COUNTRY_5A54,2023-09-01,0.9897354
BRAND_3938_COUNTRY_5A54,2023-10-01,1.0038496
BRAND_3938_COUNTRY_5A54,2023-11-01,1.0071182
BRAND_3938_COUNTRY_5A54,2023-12-01,1.0103433
BRAND_056A_COUNTRY_4253,2023-10-01,1.093024
BRAND_056A_COUNTRY_4253,2023-11-01,1.1098757
BRAND_056A_COUNTRY_4253,2023-12-01,1.1308336
BRAND_E57A_COUNTRY_1007,2023-10-01,1.3027134
BRAND_E57A_COUNTRY_1007,2023-11-01,1.375169
BRAND_E57A_COUNTRY_1007,2023-12-01,1.4206176
BRAND_D786_COUNTRY_0309,2023-10-01,1.2440501
BRAND_D786_COUNTRY_0309,2023-11-01,1.3286283
BRAND_D786_COUNTRY_0309,2023-12-01,1.4026972
BRAND_B8DE_COUNTRY_D8B0,2023-10-01,1.2115134
BRAND_B8DE_COUNTRY_D8B0,2023-11-01,1.3951463
BRAND_B8DE_COUNTRY_D8B0,2023-12-01,1.4518187
BRAND_B8DE_COUNTRY_9891,2023-10-01,1.0082306
BRAND_B8DE_COUNTRY_9891,2023-11-01,1.0286497
BRAND_B8DE_COUNTRY_9891,2023-12-01,1.027176
BRAND_C94B_COUNTRY_6C16,2023-10-01,1.0978458
BRAND_C94B_COUNTRY_6C16,2023-11-01,1.1489584
BRAND_C94B_COUNTRY_6C16,2023-12-01,1.1605059
BRAND_056A_COUNTRY_907E,2023-11-01,1.1344883
BRAND_056A_COUNTRY_907E,2023-12-01,1.2039037
BRAND_9259_COUNTRY_9488,2023-11-01,1.0883353
BRAND_9259_COUNTRY_9488,2023-12-01,1.1164411
BRAND_056A_COUNTRY_9488,2023-11-01,1.0684547
BRAND_056A_COUNTRY_9488,2023-12-01,1.0926436
BRAND_F649_COUNTRY_9488,2023-11-01,1.0662744
BRAND_F649_COUNTRY_9488,2023-12-01,1.0856593
BRAND_7250_COUNTRY_53A5,2023-11-01,1.3842659
BRAND_7250_COUNTRY_53A5,2023-12-01,1.5092945
BRAND_056A_COUNTRY_6F78,2023-11-01,1.0116376
BRAND_056A_COUNTRY_6F78,2023-12-01,1.0271317
BRAND_740F_COUNTRY_FA79,2023-11-01,0.9976014
BRAND_740F_COUNTRY_FA79,2023-12-01,1.0080812
BRAND_056A_COUNTRY_8B47,2023-11-01,0.9837185
BRAND_056A_COUNTRY_8B47,2023-12-01,0.9976204
BRAND_DB5A_COUNTRY_9488,2023-11-01,1.0919474
BRAND_DB5A_COUNTRY_9488,2023-12-01,1.1150148
BRAND_138D_COUNTRY_5FEB,2023-11-01,1.0557938
BRAND_138D_COUNTRY_5FEB,2023-12-01,1.0765735
BRAND_248D_COUNTRY_907E,2023-11-01,1.013713
BRAND_248D_COUNTRY_907E,2023-12-01,1.0748595
BRAND_B8DE_COUNTRY_0309,2023-11-01,1.2085011
BRAND_B8DE_COUNTRY_0309,2023-12-01,1.30815
BRAND_81A0_COUNTRY_9891,2023-12-01,0.9896477
BRAND_B8DE_COUNTRY_C8F4,2023-12-01,1.0161067
BRAND_417D_COUNTRY_B6AE,2023-12-01,0.97769517
BRAND_E57A_COUNTRY_06E4,2023-01-01,1.0691584
BRAND_E57A_COUNTRY_06E4,2023-02-01,1.0661327
BRAND_E57A_COUNTRY_06E4,2023-03-01,1.0844728
BRAND_E57A_COUNTRY_06E4,2023-04-01,1.0805188
BRAND_E57A_COUNTRY_06E4,2023-05-01,1.0862669
BRAND_E57A_COUNTRY_06E4,2023-06-01,1.0848261
BRAND_E57A_COUNTRY_06E4,2023-07-01,1.0838002
BRAND_E57A_COUNTRY_06E4,2023-08-01,1.0839661
BRAND_E57A_COUNTRY_06E4,2023-09-01,1.0826601
BRAND_E57A_COUNTRY_06E4,2023-10-01,1.0893286
BRAND_E57A_COUNTRY_06E4,2023-11-01,1.0902538
BRAND_E57A_COUNTRY_06E4,2023-12-01,1.0920062
BRAND_014B_COUNTRY_06E4,2023-01-01,1.0493219
BRAND_014B_COUNTRY_06E4,2023-02-01,1.0506377
BRAND_014B_COUNTRY_06E4,2023-03-01,1.0624844
BRAND_014B_COUNTRY_06E4,2023-04-01,1.0627251
BRAND_014B_COUNTRY_06E4,2023-05-01,1.0657297
BRAND_014B_COUNTRY_06E4,2023-06-01,1.0659125
BRAND_014B_COUNTRY_06E4,2023-07-01,1.0697784
BRAND_014B_COUNTRY_06E4,2023-08-01,1.0678355
BRAND_014B_COUNTRY_06E4,2023-09-01,1.0678355
BRAND_014B_COUNTRY_06E4,2023-10-01,1.0739838
BRAND_014B_COUNTRY_06E4,2023-11-01,1.0740861
BRAND_014B_COUNTRY_06E4,2023-12-01,1.0733325
BRAND_1E6F_COUNTRY_4647,2023-01-01,1.0135951
BRAND_1E6F_COUNTRY_4647,2023-02-01,1.0143919
BRAND_1E6F_COUNTRY_4647,2023-03-01,1.01879
BRAND_1E6F_COUNTRY_4647,2023-04-01,1.0156245
BRAND_1E6F_COUNTRY_4647,2023-05-01,1.0182642
BRAND_1E6F_COUNTRY_4647,2023-06-01,1.021396
BRAND_1E6F_COUNTRY_4647,2023-07-01,1.0233383
BRAND_1E6F_COUNTRY_4647,2023-08-01,1.0221282
BRAND_1E6F_COUNTRY_4647,2023-09-01,1.0240326
BRAND_1E6F_COUNTRY_4647,2023-10-01,1.0268509
BRAND_1E6F_COUNTRY_4647,2023-11-01,1.0270212
BRAND_1E6F_COUNTRY_4647,2023-12-01,1.0201459
BRAND_9259_COUNTRY_FA79,2023-01-01,1.012104
BRAND_9259_COUNTRY_FA79,2023-02-01,1.013263
BRAND_9259_COUNTRY_FA79,2023-03-01,1.020071
BRAND_9259_COUNTRY_FA79,2023-04-01,1.0178167
BRAND_9259_COUNTRY_FA79,2023-05-01,1.0284498
BRAND_9259_COUNTRY_FA79,2023-06-01,1.027239
BRAND_9259_COUNTRY_FA79,2023-07-01,1.0298183
BRAND_9259_COUNTRY_FA79,2023-08-01,1.0299797
BRAND_9259_COUNTRY_FA79,2023-09-01,1.0271701
BRAND_9259_COUNTRY_FA79,2023-10-01,1.0431451
BRAND_9259_COUNTRY_FA79,2023-11-01,1.036454
BRAND_9259_COUNTRY_FA79,2023-12-01,1.0451871
BRAND_106A_COUNTRY_E319,2023-01-01,1.007293
BRAND_106A_COUNTRY_E319,2023-02-01,1.005789
BRAND_106A_COUNTRY_E319,2023-03-01,1.0096078
BRAND_106A_COUNTRY_E319,2023-04-01,1.0131236
BRAND_106A_COUNTRY_E319,2023-05-01,1.0149081
BRAND_106A_COUNTRY_E319,2023-06-01,1.0173043
BRAND_106A_COUNTRY_E319,2023-07-01,1.0180155
BRAND_106A_COUNTRY_E319,2023-08-01,1.016439
BRAND_106A_COUNTRY_E319,2023-09-01,1.0184168
BRAND_106A_COUNTRY_E319,2023-10-01,1.0182027
BRAND_106A_COUNTRY_E319,2023-11-01,1.0237871
BRAND_106A_COUNTRY_E319,2023-12-01,1.0221851
BRAND_3938_COUNTRY_907E,2023-01-01,1.1568309
BRAND_3938_COUNTRY_907E,2023-02-01,1.1861174
BRAND_3938_COUNTRY_907E,2023-03-01,1.2578807
BRAND_3938_COUNTRY_907E,2023-04-01,1.281624
BRAND_3938_COUNTRY_907E,2023-05-01,1.3209237
BRAND_3938_COUNTRY_907E,2023-06-01,1.355037
BRAND_3938_COUNTRY_907E,2023-07-01,1.4202485
BRAND_3938_COUNTRY_907E,2023-08-01,1.433747
BRAND_3938_COUNTRY_907E,2023-09-01,1.4440262
BRAND_3938_COUNTRY_907E,2023-10-01,1.4633335
BRAND_3938_COUNTRY_907E,2023-11-01,1.4716575
BRAND_3938_COUNTRY_907E,2023-12-01,1.4733082
BRAND_F649_COUNTRY_FA79,2023-01-01,1.0120736
BRAND_F649_COUNTRY_FA79,2023-02-01,1.0109992
BRAND_F649_COUNTRY_FA79,2023-03-01,1.0236006
BRAND_F649_COUNTRY_FA79,2023-04-01,1.0213462
BRAND_F649_COUNTRY_FA79,2023-05-01,1.0233908
